,E,integration_result
0,1.218,0.0662737221879708
1,233.2831686899483,3.82129839668048e-98
2,0.22229064542600244,0.00646787535685122
3,38.51683980138545,4.01501647873224e-15
4,0.24411045152244606,0.00761010379505347
5,14.017951646519888,2.31999549958392e-5
6,0.29046402202084404,0.0102274281726259
7,6.955877409458626,0.00666655584090668
8,0.366414691931943,0.0149523371685985
9,4.049936029467112,0.0414155761424683
10,0.4789646905141747,0.0225617215606527
11,2.584125858665451,0.0736472069814352
12,0.6406317870360553,0.0338408740493646
13,1.7425670511343803,0.0788426393452512
14,0.8739239223069479,0.0490304893654122
15,3.218,0.0602795722664542
16,467.34833737989663,3.40811606841264e-199
17,1.2265812908520048,0.0666111462121824
18,77.8156796027709,1.40362468062667e-31
19,1.270220903044892,0.0682558709222795
20,28.81790329303978,3.66357766509569e-11
21,1.362928044041688,0.0713578098090739
22,14.693754818917252,1.29683878677599e-5
23,1.5148293838638858,0.0753196700804846
24,8.881872058934224,0.00158382336188746
25,1.7399293810283492,0.0788171471016383
26,5.950251717330902,0.0133385861429292
27,2.0632635740721104,0.0796401540146673
28,4.267134102268761,0.0369826477993733
29,2.529847844613896,0.0745688848176559
30,0.5513333333333333,0.0276180375911948
31,1.2094917211633425,0.0659346177213733
32,0.22014073015597518,0.00635881417472257
33,1.1683707796587424,0.0642318078808089
34,0.23088698328505552,0.00691032574808305
35,1.0914173341321258,0.0607615205343097
36,0.25296515319488383,0.00809105250804121
37,0.989111460337607,0.0555854630089282
38,0.28708102634435173,0.0100285554751187
39,0.8750607102179156,0.0490986969077269
40,0.33342183370180256,0.0128441516703343
41,0.7599280009918633,0.0418746611633925
42,0.39245151561935043,0.0166642743110012
43,0.6505544184621764,0.0345246344878407
44,0.4649663821308592,0.0215918697528607
45,7.218,0.00552305344362695
46,935.4786747597932,6.74339222350188e-402
47,3.2351625817040097,0.0598816383962813
48,156.41335920554178,4.16031209286137e-65
49,3.3224418060897842,0.0578500459882199
50,58.417806586079564,2.10182460296952e-23
51,3.507856088083376,0.0535257866570467
52,30.169509637834505,1.03925463233561e-11
53,3.8116587677277716,0.0465878924100633
54,18.545744117868445,4.38744027675668e-7
55,4.261858762056699,0.0370867896822286
56,12.682503434661804,7.21948032856566e-5
57,4.908527148144221,0.025742868497477
58,9.31626820453752,0.00112855508844506
59,5.841695689227792,0.0143311494838559
60,1.8846666666666667,0.0797346375994593
61,3.200983442326685,0.0606734266914822
62,1.2222814603119503,0.0664426491618339
63,3.1187415593174848,0.0625645226099335
64,1.243773966570111,0.0672733167860703
65,2.9648346682642512,0.0660201150991201
66,1.2879303063897676,0.0688894552839507
67,2.760222920675214,0.0703342091302526
68,1.3561620526887035,0.0711492851436218
69,2.532121420435831,0.0745313532245006
70,1.4488436674036054,0.0737657383924684
71,2.301856001983727,0.0777747156988641
72,1.566903031238701,0.0763707758376969
73,2.083108836924353,0.0795551475742191
74,1.7119327642617184,0.0785255155534473
75,15.218,8.23490840552771e-6
76,1871.7393495195865,6.58349799000659e-808
77,7.2523251634080195,0.00538754912553777
78,313.60871841108366,9.00072299933114e-133
79,7.4268836121795685,0.00474496537275639
80,117.61761317215911,1.66073895304145e-48
81,7.797712176166752,0.00360988892008938
82,61.121019275669006,1.54133414737196e-24
83,8.405317535455545,0.00228442177680396
84,37.87348823573689,7.38687390136797e-15
85,9.305717524113398,0.0011379434762536
86,26.147006869323608,4.3589329028911e-10
87,10.599054296288442,0.000405006533235758
88,19.41453640907504,2.01681026013884e-7
89,12.465391378455584,8.66559549945107e-5
90,4.551333333333333,0.0316488832507766
91,7.18396688465337,0.00566051729582419
92,3.2265629206239006,0.0600811139391081
93,7.019483118634969,0.00637060464990396
94,3.269547933140222,0.0590825896332729
95,6.7116693365285025,0.00792380094875935
96,3.357860612779535,0.0570233705219816
97,6.302445841350428,0.0105208985725672
98,3.4943241053774066,0.0538404269423249
99,5.846242840871662,0.0142883223249853
100,3.6796873348072103,0.0495653119982763
101,5.385712003967454,0.0192232138936613
102,3.915806062477402,0.0442913656488414
103,4.948217673848705,0.025141819450851
104,4.205865528523437,0.038203268938443
105,31.218,3.89979735275735e-12
106,3744.2606990391732,1.56678275429327e-1620
107,15.286650326816037,7.75807220414975e-6
108,627.9994368221671,1.04535904649316e-268
109,15.635767224359137,5.72463762385081e-6
110,236.0172263443182,2.54065322899987e-99
111,16.377424352333506,2.99159782399843e-6
112,123.02403855133802,8.15372197146385e-51
113,17.592635070911086,1.02403424401994e-6
114,76.5289764714738,4.91560125301173e-31
115,19.393435048226795,2.05534474638823e-7
116,53.07601373864723,3.62421314474509e-21
117,21.980108592576883,1.98726973122582e-8
118,39.611072818150085,1.42167355896332e-15
119,25.712782756911167,6.50752011253745e-10
120,9.884666666666666,0.000719628062208382
121,15.14993376930674,8.73626645413432e-6
122,7.235125841247801,0.00545505619264909
123,14.820966237269937,1.16178624186585e-5
124,7.321095866280444,0.00512529894809803
125,14.205338673057005,1.97533178261273e-5
126,7.49772122555907,0.00450517275799704
127,13.386891682700856,3.97688864950455e-5
128,7.770648210754813,0.00368322603275821
129,12.474485681743325,8.59967948652066e-5
130,8.141374669614422,0.00279059426249372
131,11.553424007934908,0.000185298010770394
132,8.613612124954804,0.00194793667015624
133,10.67843534769741,0.000379724105865138
134,9.193731057046874,0.00124233960688248
